dsstox_sid,very_toxic,nontoxic,LD50_mgkg,EPA_category,GHS_category,casrn,mol_weight,LD50_LM
DTXSID3032670,False,False,1050.0,3.0,4.0,16484-77-8,214.649993896,-0.689458418604
DTXSID2045361,False,False,245.0,2.0,3.0,1649-18-9,327.403015137,0.125916590257
DTXSID4047414,False,True,5001.0,4.0,5.0,16491-24-0,168.235992432,-1.47313794012
DTXSID90167833,False,False,68.0,2.0,3.0,16499-75-5,278.230010986,0.611895060192
DTXSID7034549,False,True,2001.0,3.0,5.0,165252-70-0,202.214004517,-0.995435858876
DTXSID5025578,False,False,232.0,2.0,3.0,16529-56-9,81.1179962158,-0.456370770751
DTXSID5044154,False,True,2830.0,3.0,5.0,1656-48-0,124.142997742,-1.35786420723
DTXSID0039225,False,False,320.0,2.0,4.0,16568-02-8,100.121,-0.504624799666
DTXSID20168010,False,False,790.0,3.0,4.0,16568-66-4,204.272994995,-0.587416134838
DTXSID4047127,False,True,4700.0,3.0,5.0,16587-71-6,168.279998779,-1.44606535774
DTXSID0066086,False,True,2570.0,3.0,5.0,16588-06-0,200.580001831,-1.10764549239
DTXSID1051775,False,False,400.0,2.0,4.0,16588-67-3,427.540008545,0.0289167702562
DTXSID4046313,False,False,1450.0,3.0,4.0,16590-41-3,341.407012939,-0.628095564397
DTXSID7047518,False,False,180.0,2.0,3.0,16595-80-5,240.75,0.126293790693
DTXSID40168072,False,False,1230.0,3.0,4.0,16607-80-0,141.257995605,-0.939892071946
DTXSID30168086,False,True,3900.0,3.0,5.0,1663-35-0,102.133003235,-1.58189850444
DTXSID8029652,False,False,1047.0,3.0,4.0,1663-39-4,128.171005249,-0.912156891165
DTXSID60168094,False,False,220.0,2.0,3.0,16637-86-8,239.330001831,0.0365744633113
DTXSID3023269,False,False,775.0,3.0,4.0,1665-48-1,221.255996704,-0.544406652288
DTXSID2037506,True,False,18.0,1.0,2.0,16655-82-6,237.255004883,1.11994287751
DTXSID50168164,False,False,73.0,2.0,3.0,16671-87-7,179.190002441,0.389990915263
DTXSID10168165,False,False,83.0,2.0,3.0,16671-88-8,179.190002441,0.334235683008
DTXSID4066096,False,True,9700.0,4.0,5.0,16672-39-2,454.559997559,-1.32918052022
DTXSID7024085,False,True,3400.0,3.0,5.0,16672-87-0,144.490005493,-1.37164110946
DTXSID7022966,False,False,147.0,2.0,3.0,1668-19-5,279.382995605,0.278882634892
DTXSID60889055,False,False,253.0,2.0,3.0,167004-78-6,261.258,0.0139490767095
DTXSID10168226,False,False,295.0,2.0,3.0,16709-30-1,235.238998413,-0.098312694358
DTXSID30350742,False,False,933.0,3.0,4.0,1671-49-4,215.220001221,-0.636999014224
DTXSID3029312,False,False,947.0,3.0,4.0,16712-64-4,188.182006836,-0.70177188332
DTXSID1051777,False,False,819.0,3.0,4.0,16714-68-4,216.309997559,-0.578207309348
DTXSID00168235,False,True,24500.0,4.0,5.0,16715-77-8,204.180999756,-2.07915075839
DTXSID1022267,True,False,14.7,1.0,2.0,16752-77-5,162.210006714,1.04276030752
DTXSID4073411,False,False,1777.0,3.0,4.0,16768-69-7,161.248001099,-1.04219308817
DTXSID4045420,False,False,1780.0,3.0,4.0,16773-42-5,219.630004883,-0.908728331081
DTXSID0048632,False,False,500.0,2.0,4.0,16777-42-7,349.859985352,-0.155075730715
DTXSID0051780,False,False,500.0,2.0,4.0,1680-21-3,258.269989014,-0.286896060273
DTXSID60168534,False,False,1000.0,3.0,4.0,1682-39-9,152.128005981,-0.817790827212
DTXSID20168595,False,False,530.0,3.0,4.0,1687-61-2,136.194000244,-0.590117893582
DTXSID4061884,False,False,84.0,2.0,3.0,1688-71-7,163.220001221,0.288494090706
DTXSID8022161,False,False,110.0,2.0,3.0,1689-83-4,370.915985107,0.52788286506
DTXSID3022162,False,False,190.0,2.0,3.0,1689-84-5,276.915008545,0.163592893802
DTXSID7023932,False,False,238.0,2.0,3.0,1689-99-2,403.114013672,0.228850938974
DTXSID0051784,False,True,2001.0,3.0,5.0,1696-17-9,177.246994019,-1.05266821004
DTXSID9061889,False,True,6130.0,4.0,5.0,1696-20-4,129.158996582,-1.67633581213
DTXSID60168751,False,True,2520.0,3.0,5.0,1698-53-9,241.070007324,-1.0192573597
DTXSID3034872,False,True,2001.0,3.0,5.0,1698-60-8,221.63999939,-0.955598948344
DTXSID7066142,False,True,2400.0,3.0,5.0,17003-79-1,320.118011475,-0.874901131254
DTXSID10168802,False,True,8000.0,4.0,5.0,17013-01-3,160.036,-1.69887229907
DTXSID9029221,False,True,4300.0,3.0,5.0,1702-17-6,192.0,-1.35016722688
DTXSID60168837,False,False,1100.0,3.0,4.0,1703-48-6,313.360992432,-0.545347751182
DTXSID6024670,False,False,1720.0,3.0,4.0,1703-58-8,234.160003662,-0.86601573069
DTXSID4037582,True,False,32.4,1.0,2.0,17040-19-6,262.269989014,0.908203587851
DTXSID0047822,False,False,165.0,2.0,3.0,1707-14-8,213.710006714,0.112340913743
DTXSID8075120,False,False,890.0,3.0,4.0,1709-50-8,213.300003052,-0.620399144982
DTXSID6027428,False,False,1500.0,3.0,4.0,1709-70-2,775.215026855,-0.286669076518
DTXSID4048561,False,False,100.0,2.0,3.0,17090-79-8,670.880981445,0.826645480398
DTXSID40168971,False,False,1500.0,3.0,4.0,17091-21-3,366.029998779,-0.61257457866
DTXSID7041910,False,False,100.0,2.0,3.0,17109-49-8,310.369995117,0.491879729387
DTXSID0061905,False,True,3440.0,3.0,5.0,1711-06-4,154.589996338,-1.34737705568
DTXSID5042112,False,False,914.0,3.0,4.0,1713-12-8,256.730010986,-0.551469556342
DTXSID6041347,False,False,300.0,2.0,4.0,1713-15-1,277.140014648,-0.0344220191345
DTXSID6041680,False,True,12500.0,4.0,5.0,1715-40-8,393.730010986,-1.50171149405
DTXSID7057997,True,False,14.0,1.0,2.0,1716-09-2,306.369995117,1.34011819397
DTXSID3025043,False,False,600.0,3.0,4.0,1719-53-5,157.11000061,-0.581947420075
DTXSID90169190,False,False,250.0,2.0,3.0,17191-84-3,239.740005493,-0.0181994977288
DTXSID40169201,False,False,650.0,3.0,4.0,17200-29-2,153.570007324,-0.62660695166
DTXSID40878402,False,False,1469.0,3.0,4.0,17226-75-4,408.359,-0.555979664157
DTXSID4022654,False,False,600.0,3.0,4.0,17243-39-9,249.356994629,-0.38132969541
DTXSID40884886,False,False,166.0,2.0,3.0,17256-39-2,158.07,-0.0212586347476
DTXSID80169381,False,True,2200.0,3.0,5.0,17274-12-3,521.794006348,-0.624923594607
DTXSID1046130,False,False,1850.0,3.0,4.0,17289-49-5,165.240005493,-1.04905652766
DTXSID9051791,False,False,1620.0,3.0,4.0,17292-62-5,64.0230026245,-1.40317897621
DTXSID90892072,False,True,3075.0,3.0,5.0,17293-03-7,229.91,-1.12628725867
DTXSID7034753,False,True,3881.0,3.0,5.0,173159-57-4,452.440002441,-0.933382646682
DTXSID4027789,False,False,410.0,2.0,4.0,17321-47-0,141.119995117,-0.463195303959
DTXSID3042633,False,False,914.0,3.0,4.0,17321-77-6,351.320007324,-0.4152433126
DTXSID90169599,False,False,1000.0,3.0,4.0,17334-68-8,227.223007202,-0.64354769675
DTXSID40169605,False,False,1000.0,3.0,4.0,17335-06-7,259.260986328,-0.586262831079
DTXSID4037538,True,False,35.12,1.0,2.0,17356-42-2,368.399993896,1.0207651071
DTXSID1032690,False,False,268.0,2.0,3.0,173584-44-6,527.840026855,0.294367526269
DTXSID7025972,False,False,1650.0,3.0,4.0,17369-59-4,174.199005127,-0.976438273847
DTXSID40169645,True,False,25.0,1.0,2.0,1737-17-3,196.180999756,0.894716934735
DTXSID0027432,False,True,2600.0,3.0,5.0,1738-25-6,98.149,-1.42308746886
DTXSID8022163,False,False,1710.0,3.0,4.0,1740-19-8,300.441986084,-0.755235486153
DTXSID0038839,False,True,3884.0,3.0,5.0,17420-30-3,163.136001587,-1.37672940756
DTXSID90169812,False,False,397.0,2.0,4.0,1743-13-1,144.182006836,-0.439879440689
DTXSID2024408,False,False,673.0,3.0,4.0,17433-31-7,179.179000854,-0.574727953694
DTXSID3045192,True,False,45.0,1.0,2.0,1744-22-5,234.199996948,0.716374371302
DTXSID7058626,False,False,525.0,3.0,4.0,17455-13-9,264.317993164,-0.298032575137
DTXSID2021315,True,False,0.02,1.0,1.0,1746-01-6,321.96,4.20677192306
DTXSID70169855,False,False,278.0,2.0,3.0,1746-25-4,445.768005371,0.205064098218
DTXSID0037576,False,False,1800.0,3.0,4.0,1746-81-2,214.649993896,-0.923541624637
DTXSID4073413,False,False,975.0,3.0,4.0,17493-73-1,269.769989014,-0.558010981448
DTXSID60169920,False,False,1070.0,3.0,4.0,1750-46-5,184.580001831,-0.763199131726
DTXSID30604010,False,False,300.0,2.0,4.0,17514-68-0,182.669998169,-0.215454030299
DTXSID4066208,False,False,60.0,2.0,3.0,17518-47-7,201.289993286,0.525670934994
DTXSID6044480,True,False,48.5,1.0,2.0,1752-30-3,131.199996948,0.432192086336
DTXSID20169981,False,True,2110.0,3.0,5.0,1754-57-0,103.168998718,-1.31073323968
DTXSID6041846,False,False,140.0,2.0,3.0,1754-58-1,200.177993774,0.155288296668
DTXSID7073274,True,False,10.0,1.0,2.0,1755-97-1,166.190002441,1.22060489421
DTXSID8025707,False,True,4500.0,3.0,5.0,17557-23-2,216.276992798,-1.31820219143
DTXSID5034775,True,False,42.0,1.0,2.0,1757-18-2,375.619995117,0.951499412307
DTXSID30170023,False,False,250.0,2.0,3.0,17578-41-5,241.720001221,-0.0146274209024
DTXSID90170024,False,False,250.0,2.0,3.0,17578-43-7,213.320999146,-0.068906399523
DTXSID4029224,False,False,1120.0,3.0,4.0,1758-73-2,108.120002747,-1.01531197461
DTXSID5027433,False,False,1897.0,3.0,4.0,1760-24-3,222.36000061,-0.93101066433
DTXSID1075012,False,False,813.0,3.0,4.0,17601-49-9,544.896972656,-0.173776150541
DTXSID6058001,False,False,1105.0,3.0,4.0,17606-31-4,431.600006104,-0.408280835869
DTXSID0024921,False,False,350.0,2.0,4.0,1761-71-3,210.365005493,-0.221094548342
DTXSID1023071,False,False,980.0,3.0,4.0,17617-23-1,387.880004883,-0.402528683287
DTXSID3029653,False,False,500.0,2.0,4.0,1762-95-4,76.1200027466,-0.817471209051
DTXSID3031864,False,False,251.0,2.0,3.0,1763-23-1,500.13,0.299409184744
DTXSID6066232,False,True,3720.0,3.0,5.0,17636-10-1,178.199996948,-1.31963524762
DTXSID5061954,False,False,518.0,3.0,4.0,1765-48-6,546.103027344,0.0229448243256
DTXSID00170151,False,False,763.0,3.0,4.0,17654-88-5,226.330001831,-0.527782411017
DTXSID7021651,False,False,200.0,2.0,3.0,1768-31-6,230.289993286,0.0612450714577
DTXSID6051801,False,False,800.0,3.0,4.0,17688-68-5,211.279998779,-0.578231601302
DTXSID3027792,False,False,1460.0,3.0,4.0,17689-77-9,234.279006958,-0.794619481275
DTXSID0045624,False,False,750.0,3.0,4.0,17692-31-8,236.315002441,-0.501569969729
DTXSID9041992,True,False,7.2,1.0,2.0,17702-57-7,235.287002563,1.51426544064
DTXSID10170243,True,False,12.0,1.0,2.0,17702-63-5,258.290008545,1.3329263606
DTXSID2046121,False,False,335.0,2.0,4.0,17737-65-4,262.690002441,-0.105601262485
DTXSID1051804,False,True,3200.0,3.0,5.0,17741-62-7,429.269989014,-0.872419451036
DTXSID5022271,False,True,2262.0,3.0,5.0,17754-90-4,193.246002197,-1.06838208243
DTXSID10170344,False,False,410.0,2.0,4.0,17756-81-9,146.570007324,-0.446738747166
DTXSID1042368,False,False,150.0,2.0,3.0,1776-83-6,329.350006104,0.34156641677
DTXSID1044853,False,False,1182.0,3.0,4.0,17766-26-6,243.199996948,-0.686653911394
DTXSID80884986,True,False,48.0,1.0,2.0,17773-41-0,131.19,0.436659494689
DTXSID70170380,False,True,2300.0,3.0,5.0,1778-08-1,165.192001343,-1.14373882122
DTXSID3045778,False,False,210.0,2.0,3.0,17780-75-5,308.630004883,0.167218850978
DTXSID4042256,False,True,5001.0,4.0,5.0,17781-31-6,330.209991455,-1.18026664459
DTXSID20170390,False,False,1000.0,3.0,4.0,17788-11-3,222.244003296,-0.653169948561
DTXSID0027436,False,False,1345.0,3.0,4.0,1779-48-2,142.093994141,-0.976146562264
DTXSID8027793,False,True,2600.0,3.0,5.0,17796-82-6,261.339996338,-0.997767467292
DTXSID5023900,False,True,10000.0,4.0,5.0,17804-35-2,290.322998047,-1.53711856
DTXSID10889666,False,True,7460.0,4.0,5.0,17804-49-8,615.32,-1.0836377961
DTXSID2026107,False,False,813.0,3.0,4.0,17831-71-9,302.322998047,-0.429619359895
DTXSID90170504,False,False,183.0,2.0,3.0,17854-59-0,323.391998291,0.247278180197
DTXSID6051805,False,True,5001.0,4.0,5.0,1786-08-9,152.236999512,-1.51653663883
DTXSID10170521,False,True,3447.0,3.0,5.0,17867-69-5,266.292999268,-1.11208153424
DTXSID30170523,False,True,5800.0,4.0,5.0,17869-27-1,232.354995728,-1.39727597914
DTXSID70170527,False,False,118.0,2.0,3.0,1787-44-6,360.24899292,0.484720768107
DTXSID4061969,False,True,17590.0,4.0,5.0,1787-61-7,461.380004883,-1.58120707016
DTXSID20170835,False,False,70.0,2.0,3.0,17959-11-4,281.308013916,0.604084064529
DTXSID80170836,False,False,650.0,3.0,4.0,17959-12-5,297.369995117,-0.339616210925
DTXSID40170837,False,False,280.0,2.0,3.0,17959-33-0,269.730010986,-0.0162287612681
DTXSID4046157,False,False,850.0,3.0,4.0,17969-20-9,253.699996948,-0.525098463717
DTXSID8061977,False,False,650.0,3.0,4.0,1797-74-6,176.214996338,-0.566870491445
DTXSID90170867,False,False,984.0,3.0,4.0,1798-50-1,303.829986572,-0.510364463993
DTXSID30170881,False,False,73.0,2.0,3.0,1799-79-7,214.190994263,0.467478346692
DTXSID80170952,True,False,30.0,1.0,2.0,18032-95-6,198.279998779,0.82015765284
DTXSID6044858,False,False,1901.0,3.0,4.0,18039-42-4,146.152999878,-1.11417438293
DTXSID8023050,False,False,409.0,2.0,4.0,18046-21-4,329.799987793,-0.0934726727736
DTXSID4073417,False,False,1075.0,3.0,4.0,18063-03-1,157.119995117,-0.835177007305
DTXSID4021632,False,False,300.0,2.0,4.0,18069-17-5,146.141998291,-0.31234621329
DTXSID30171015,False,True,3100.0,3.0,5.0,180793-94-6,528.429992676,-0.768374234468
DTXSID90171016,False,True,3225.0,3.0,5.0,180793-95-7,430.540008545,-0.874516203872
DTXSID0027438,False,True,3200.0,3.0,5.0,1809-19-4,194.210998535,-1.21687615714
DTXSID7061988,False,False,1700.0,3.0,4.0,1809-20-7,166.156997681,-1.00993028512
DTXSID0046270,False,True,4164.0,3.0,5.0,18109-81-4,499.557006836,-0.920925666031
DTXSID40171081,False,False,1950.0,3.0,4.0,1812-30-2,316.157989502,-0.790130450193
DTXSID6044808,False,True,2700.0,3.0,5.0,18127-01-0,190.285995483,-1.15195693755
DTXSID4024646,False,True,4100.0,3.0,5.0,1817-73-8,262.019012451,-1.19445105127
DTXSID00891798,True,False,36.0,1.0,2.0,18172-33-3,336.391,0.970541867147
DTXSID5057672,False,False,1500.0,3.0,4.0,18174-58-8,387.899993896,-0.587371486289
DTXSID40171187,False,False,1000.0,3.0,4.0,18179-67-4,302.279998779,-0.519590588208
DTXSID8040278,False,True,2330.0,3.0,5.0,18181-70-9,412.989990234,-0.751416395371
DTXSID1034397,False,True,5001.0,4.0,5.0,18181-80-1,428.119995117,-1.06749134275
DTXSID20883756,False,True,5190.0,4.0,5.0,1820-50-4,234.339,-1.34532278553
DTXSID30171272,True,False,2.386,1.0,1.0,18225-94-0,307.450012207,2.11010407529
DTXSID0044860,False,False,100.0,2.0,3.0,1824-81-3,108.143997192,0.0340024178243
DTXSID0062000,False,True,2460.0,3.0,5.0,1825-58-7,180.322006226,-1.1348863765
DTXSID8027797,False,True,18000.0,4.0,5.0,18268-70-7,446.625,-1.60532947589
DTXSID50171370,False,False,1550.0,3.0,4.0,1830-32-6,259.75,-0.775776141941
DTXSID5062007,False,True,4476.0,3.0,5.0,1830-54-2,174.151992798,-1.40996162946
DTXSID90885025,False,False,1700.0,3.0,4.0,18318-83-7,144.214,-1.07144149853
DTXSID2022836,False,True,2619.0,3.0,5.0,18323-44-9,424.980010986,-0.789766995016
DTXSID3027798,True,False,50.0,1.0,2.0,18328-90-0,99.1770019531,0.297440971419
DTXSID7020970,False,True,2412.0,3.0,5.0,1836-75-5,284.089996338,-0.928921362289
DTXSID0041775,False,True,10800.0,4.0,5.0,1836-77-7,318.529998779,-1.53027341555
DTXSID30171454,False,False,500.0,2.0,4.0,18361-12-1,308.760009766,-0.209348958342
DTXSID20171468,False,True,4920.0,3.0,5.0,18370-87-1,132.220001221,-1.57066794593
DTXSID4062016,False,False,124.0,2.0,3.0,1838-59-1,86.0899963379,-0.158468995818
DTXSID6045115,False,True,11000.0,4.0,5.0,1847-24-1,475.850006104,-1.36392260594
DTXSID4027442,False,False,700.0,3.0,4.0,1847-58-1,330.410003662,-0.326044852245
DTXSID30171651,False,False,302.0,2.0,4.0,1847-63-8,462.029998779,0.184663231476
DTXSID50171653,False,False,500.0,2.0,4.0,18470-08-1,278.350006104,-0.25437876917
DTXSID1031090,False,True,8400.0,4.0,5.0,18472-87-2,831.640014648,-1.00434390867
DTXSID8029317,False,True,3600.0,3.0,5.0,18479-58-8,156.268997192,-1.36242967556
DTXSID30171696,False,True,5001.0,4.0,5.0,1850-15-3,242.289993286,-1.31472137665
DTXSID60171705,False,False,1050.0,3.0,4.0,18504-81-9,166.199996948,-0.800558287596
DTXSID50171714,False,False,275.0,2.0,3.0,1851-71-4,306.5,0.0470977850242
DTXSID70171716,False,False,235.0,2.0,3.0,1851-77-0,274.440002441,0.0673795522461
DTXSID1043968,False,True,2678.0,3.0,5.0,185119-76-0,507.260009766,-0.72257994695
DTXSID9027443,False,False,1030.0,3.0,4.0,1852-16-0,157.212997437,-0.81634877663
DTXSID40171763,False,True,2200.0,3.0,5.0,18527-35-0,226.679992676,-0.987009490885
DTXSID6040292,False,True,2001.0,3.0,5.0,18530-56-8,222.332000732,-0.954245112481
DTXSID50171779,False,False,208.0,2.0,3.0,18545-48-7,224.300003052,0.0327659445291
DTXSID1048756,False,True,2001.0,3.0,5.0,18559-59-6,381.850006104,-0.719354286756
DTXSID5021255,False,False,660.0,3.0,4.0,18559-94-9,239.315002441,-0.440574010546
DTXSID30171813,False,False,1975.0,3.0,4.0,18591-81-6,141.190002441,-1.14576315423
DTXSID0024000,False,True,3000.0,3.0,5.0,1861-32-1,331.950012207,-0.956048565766
DTXSID3023899,False,True,10000.0,4.0,5.0,1861-40-1,335.282989502,-1.47458847983
DTXSID4041602,False,False,825.0,3.0,4.0,1863-63-4,139.154006958,-0.772958232133
DTXSID00171885,False,True,4617.0,3.0,5.0,18636-88-9,262.268005371,-1.24561456123
DTXSID10171917,False,False,67.0,2.0,3.0,18659-45-5,250.341995239,0.572458906559
DTXSID50883764,False,False,100.0,2.0,3.0,1866-15-5,289.18,0.461168253387
DTXSID8047509,False,False,1520.0,3.0,4.0,1866-31-5,188.225997925,-0.907163979611
DTXSID30171919,False,False,80.0,2.0,3.0,1866-43-9,238.294006348,0.474023131969
DTXSID60171927,False,True,4000.0,3.0,5.0,18664-94-3,196.25,-1.30925032591
DTXSID4040137,False,False,447.0,2.0,4.0,1867-66-9,274.190002441,-0.212255907703
DTXSID8022583,False,True,13400.0,4.0,5.0,18683-91-5,378.108001709,-1.54948893015
DTXSID4045422,False,False,445.0,2.0,4.0,18694-40-1,234.259002686,-0.278663720956
DTXSID0020020,False,True,14800.0,4.0,5.0,18699-02-0,193.20199585,-1.88425010687
DTXSID3022166,False,False,150.0,2.0,3.0,1871-57-4,124.989997864,-0.0792159984186
DTXSID30171979,False,True,6330.0,4.0,5.0,1871-76-7,230.690002441,-1.43837493638
DTXSID30171994,True,False,16.0,1.0,2.0,18722-80-0,280.350006104,1.24358058723
DTXSID80172052,False,True,10000.0,4.0,5.0,1874-54-0,297.270996094,-1.52684746164
DTXSID3073420,False,False,780.0,3.0,4.0,18771-38-5,198.300003052,-0.594771881802
DTXSID00172079,False,True,6500.0,4.0,5.0,18773-63-2,228.246994019,-1.45450829
DTXSID50172100,False,False,417.0,2.0,4.0,18787-40-1,365.989990234,-0.0566668472991
DTXSID5045708,False,False,1230.0,3.0,4.0,1882-26-4,253.257995605,-0.686341946084
DTXSID30880832,False,False,1300.0,3.0,4.0,18829-55-5,112.172,-1.064058889
DTXSID70677465,False,True,2001.0,3.0,5.0,188416-20-8,420.220001221,-0.67777036895
DTXSID5075155,True,False,1.75,1.0,1.0,1885-95-6,265.079986572,2.18033889123
DTXSID0042080,False,False,112.0,2.0,3.0,18854-01-8,313.309997559,0.446756230543
DTXSID00172231,False,False,150.0,2.0,3.0,1886-01-7,273.489990234,0.260850176676
DTXSID2066434,False,False,500.0,2.0,4.0,18869-73-3,443.454986572,-0.0521204615108
DTXSID90172245,False,False,141.0,2.0,3.0,18877-89-9,312.408996582,0.345504419303
DTXSID6062042,False,False,200.0,2.0,3.0,1888-94-4,148.589996338,-0.129040423665
DTXSID4044404,False,False,173.0,2.0,3.0,1892-29-1,154.240005493,-0.0498490711029
DTXSID3048869,False,False,100.0,2.0,3.0,1892-80-4,377.869995117,0.577342408
DTXSID8048369,False,False,160.0,2.0,3.0,1893-33-0,375.488006592,0.370476087168
DTXSID50172362,False,False,400.0,2.0,4.0,18952-79-9,222.244003296,-0.255229939889
DTXSID20172374,False,True,2300.0,3.0,5.0,18964-31-3,245.86000061,-0.971039957654
DTXSID0020319,False,False,242.0,2.0,3.0,1897-45-6,265.899993896,0.0409029613823
DTXSID40172396,False,True,4800.0,3.0,5.0,1897-96-7,280.32699585,-1.23357631449
DTXSID50172403,False,False,500.0,2.0,4.0,18979-61-8,166.220001221,-0.478286723172
DTXSID0062050,False,True,4100.0,3.0,5.0,1901-26-4,160.216003418,-1.40807796264
DTXSID00172493,False,False,69.0,2.0,3.0,19016-29-6,264.220001221,0.583116599494
DTXSID80885079,False,True,21500.0,4.0,5.0,19074-24-9,454.736,-1.67467912264
DTXSID60172570,False,False,630.0,3.0,4.0,19077-60-2,217.223999023,-0.4624327448
DTXSID90864870,False,True,7110.0,4.0,5.0,19089-47-5,104.149,-1.83421449636
DTXSID7024243,False,False,97.5,2.0,3.0,1910-42-5,257.160003662,0.421198807576
DTXSID9020112,False,False,1869.0,3.0,4.0,1912-24-9,215.690002441,-0.937779286017
DTXSID8042056,False,False,1700.0,3.0,4.0,1912-25-0,243.740005493,-0.843522104795
DTXSID2042488,False,False,594.0,3.0,4.0,1912-26-1,229.710006714,-0.412606530474
DTXSID4024018,False,False,757.0,3.0,4.0,1918-00-9,221.029998779,-0.534644658212
DTXSID1021160,False,False,686.0,3.0,4.0,1918-02-1,241.449996948,-0.45349691146
DTXSID1041895,False,True,3600.0,3.0,5.0,1918-08-7,281.312011719,-1.1071142243
DTXSID4041783,False,False,757.0,3.0,4.0,1918-13-4,206.080001831,-0.565060029962
DTXSID4024274,False,False,710.0,3.0,4.0,1918-16-7,211.690002441,-0.525558000794
DTXSID7042437,False,False,522.0,3.0,4.0,1918-18-9,220.050003052,-0.37514912408
DTXSID20883771,False,False,800.0,3.0,4.0,1920-05-4,273.461,-0.466194589385
DTXSID80172759,False,False,190.0,2.0,3.0,19201-32-2,151.212997437,-0.0991644786212
DTXSID00172771,False,False,225.0,2.0,3.0,19213-12-8,205.300994873,-0.0397914641776
DTXSID0027802,False,True,2661.0,3.0,5.0,19224-26-1,284.311004639,-0.971251204585
DTXSID50172822,False,False,1950.0,3.0,4.0,19237-84-4,419.869995117,-0.666919771306
DTXSID40172836,False,False,1110.0,3.0,4.0,19243-95-9,177.20300293,-0.796851901502
DTXSID8066472,False,True,2150.0,3.0,5.0,19249-34-4,265.308990479,-0.908686492824
DTXSID4034235,False,False,864.0,3.0,4.0,1928-43-4,333.25,-0.413743584393
DTXSID0038910,False,False,500.0,2.0,4.0,1928-45-6,335.220001221,-0.173640081011
DTXSID8041329,False,False,500.0,2.0,4.0,1928-47-8,367.690002441,-0.133488182853
DTXSID1032309,False,False,831.0,3.0,4.0,1929-73-3,321.190002441,-0.412839005086
DTXSID7024376,False,False,1200.0,3.0,4.0,1929-77-7,203.339996338,-0.770958434648
DTXSID0024216,False,False,940.0,3.0,4.0,1929-82-4,230.899993896,-0.609703932162
DTXSID7034707,False,False,930.0,3.0,4.0,1929-86-8,252.740005493,-0.56580895796
DTXSID8041662,False,False,1280.0,3.0,4.0,1929-88-0,207.25,-0.790715430426
DTXSID20172915,False,False,580.0,3.0,4.0,19311-91-2,193.246002197,-0.477317475405
DTXSID80172951,False,True,2080.0,3.0,5.0,19351-20-3,223.272003174,-0.969229066121
DTXSID40172952,False,False,1990.0,3.0,4.0,19351-21-4,223.272003174,-0.950018807568
DTXSID7020184,False,True,7600.0,4.0,5.0,1937-37-7,781.729980469,-0.987756824186
DTXSID3041906,False,False,750.0,3.0,4.0,19379-90-9,400.040008545,-0.27295783551
DTXSID00172998,False,False,100.0,2.0,3.0,19386-45-9,406.890014648,0.609477032109
DTXSID4023676,False,True,2710.0,3.0,5.0,19387-91-8,247.270004272,-1.03979785453
DTXSID9029225,False,False,1600.0,3.0,4.0,1939-36-2,306.270996094,-0.71801411165
DTXSID60173007,False,True,2220.0,3.0,5.0,19395-58-5,351.406005859,-0.800543794726
DTXSID80173009,False,True,2135.0,3.0,5.0,19395-78-9,387.859985352,-0.740722902642
DTXSID3058329,False,True,14665.0,4.0,5.0,19396-06-6,507.408996582,-1.46092390413
DTXSID3062073,False,False,1350.0,3.0,4.0,1940-42-7,241.88999939,-0.746715855072
DTXSID20173023,False,True,8200.0,4.0,5.0,19403-92-0,487.800994873,-1.22557117066
DTXSID8074312,False,False,959.0,3.0,4.0,19406-51-0,197.149993896,-0.687021839207
DTXSID9044407,False,False,1727.0,3.0,4.0,19406-86-1,150.180999756,-1.06067734646
DTXSID2040739,False,True,22000.0,4.0,5.0,19408-46-9,415.820007324,-1.72351729909
DTXSID6023781,True,False,0.8,1.0,1.0,19408-74-3,390.85,2.6889201293
DTXSID9026130,False,True,3300.0,3.0,5.0,1941-30-6,266.266998291,-1.0931965975
DTXSID50173051,False,False,185.0,2.0,3.0,1943-27-7,351.630004883,0.278914198292
DTXSID1073282,False,False,540.0,3.0,4.0,1943-79-9,151.164993286,-0.552942530714
DTXSID5045419,False,False,1600.0,3.0,4.0,1944-12-3,384.269989014,-0.619483514701
DTXSID6020220,False,False,700.0,3.0,4.0,1948-33-0,166.220001221,-0.62441475885
DTXSID10173133,False,False,1200.0,3.0,4.0,19480-39-8,217.649993896,-0.741422586733
DTXSID90173136,False,True,3000.0,3.0,5.0,19485-08-6,357.406005859,-0.923959408593
DTXSID9045556,False,False,1650.0,3.0,4.0,1949-20-8,437.449005127,-0.576556511045
DTXSID6023311,False,True,38100.0,4.0,5.0,1949-45-7,627.942993164,-1.7830047569
DTXSID90173176,False,False,570.0,3.0,4.0,195252-02-9,217.276000977,-0.418863096306
DTXSID50173177,False,False,160.0,2.0,3.0,195252-21-2,229.287002563,0.156259454216
DTXSID10173178,False,False,130.0,2.0,3.0,195252-29-0,215.259994507,0.21901997255
DTXSID70173179,False,False,500.0,2.0,4.0,195252-40-5,257.29699707,-0.288535286775
DTXSID80173180,False,False,175.0,2.0,3.0,195252-43-8,243.270004272,0.143050514079
DTXSID4023678,False,False,1300.0,3.0,4.0,1953-02-2,163.190002441,-0.901249803389
DTXSID60173188,False,True,2001.0,3.0,5.0,1953-89-5,236.11000061,-0.92813270631
DTXSID0021171,False,False,1470.0,3.0,4.0,1955-45-9,100.116996765,-1.16680952126
